Sheher,Marka,Model,Buraxilish ili,Ban novu,Reng,Muherrikin hecmi,Muherrikin gucu,Yanacaq novu,Yurush,Suretler qutusu,Oturucu,Yeni,Qiymet,Extra Info,Seller comment
Sumqayıt,Mercedes,C 230,1998,Universal,Qara,2.3 L,150 a.g.,Benzin,441 000 km,Avtomat,Arxa,Xeyr,11200 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr",Salam masin ideal veziyetdedi masinda qeti vuruq olmayib bez kraska idi cizoga gore lotka rengletmisem masin polnu ful versiyadi sideniya qizdirici avtopilot sensir suse 4 teref radar guzgu qatdalanan guzgu riqilofkasi 4 suse qaldirici lazer acar 98 madeldi zavod sport diski tekeri tezedi panarama luk koja salon zavod ksenon lapalar bir sozle bele ceska retkidi qiymet masinin yaninda danisilacaq rengi qara zerridi hecneye ehtiyaci yoxdu tam hazir masindi senedler qaydasindadi oz masinimdi xais edirem alverciler narahat etmesin.
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Ksenon lampalar","Maşın Təcili satılır. əla vəziyyətdədir.heç bir problemi yoxdu. 2.3 kompressor. AMG disklər.4 təzə təkər. mator,karobka,perodok əladi.gündəlik sürülən maşındi.harda isdəsəz yoxlatdıra bilərsiz.xahiş olunur yalnız real alıcılar narahat eləsin.real alıcı ilə qiymətdə razılaşmaq olar."
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner"
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Mawinin hecbir problemi yoxdu almanyadan gelennen mendedi tecili satilir
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,243 000 km,Mexaniki,Arxa,Xeyr,8700 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner",Zavod ideal veziyyetde vuruq udar qeti yoxdu reng goy milyaner rengdi luk konsaner isdiyir tekerleri tezedi hec bir detal deyismiyib masinda lazimi rasxodu yenilenib 98 model bir sozle hazir masindi otur sur ciddi aliciya endirim olacaq masina baxdiqdan sonra tek patpresi catdir onuda deyisib vere bilerem Tecili satilir lazer acar
Bakı,Mercedes,C 180,1997,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,349 000 km,Avtomat,Arxa,Xeyr,8800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner",Arxa qabaq bufer renglenmelidi....baska hecbir problemi yoxdu
Bakı,Mercedes,C 200,2001,Sedan,Qara,2.0 L,146 a.g.,Benzin,309 444 km,Avtomat,Arxa,Xeyr,9500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi",Fıkrı cıddı olanlar zeng etsın
Kürdəmir,Mercedes,C 180,1998,Universal,Qara,1.8 L,122 a.g.,Benzin,332 000 km,Mexaniki,Arxa,Xeyr,10000 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner",Masin tam əla vəziyyətdədir..Qiymətdə razılaşmaq mümkündür.. Əlavə suallara görə zəng vura bilərsiz
Bakı,Mercedes,C 180,1998,Universal,Göy,1.8 L,122 a.g.,Benzin,319 995 km,Mexaniki,Arxa,Xeyr,9900 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner","Maşın yaxşı vəziyyətdədir vuruqu udari kosmetkaya ehtiyac yoxdu. güzgü qatlanan, təkərləri təzədir peredok heç bir xərc tələb etmir bir sözlə yaxşı maşın axtaran buyurub baxa bilər xaiş olunur ciddi şəxslər narahat eləsin .
qiymət söhbəti eləməyin maşına baxılmamış "
Sumqayıt,Mercedes,C 200,1996,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,235 000 km,Avtomat,Arxa,Xeyr,9300 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Masin ela veziyyetdedir hec bir xerc teleb etmir.Real alici narahat etsin.
Biləsuvar,Mercedes,C 180,1996,Sedan,Tünd qırmızı,1.8 L,122 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,8500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Dəri salon,Oturacaqların ventilyasiyası","Avtomobil yeni temirden cixib.Hec bir problemi yoxdur,disk,teker yenidir.Mator tam yigilib,cox ekanom masindir.Real aliciya kicik xerclerine gore endirim olunacaq."
Yevlax,Mercedes,C 300,2008,Sedan,Ağ,3.0 L,231 a.g.,Benzin,275 000 km,Avtomat,Tam,Xeyr,22000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Yan pərdələr",Masin yaxsi veziyyetdedir. Mator karopka super veziyyetdedir... Her weyi yenisiyle evez olunub 
Sumqayıt,Mercedes,C 240,2001,Sedan,Ağ,2.4 L,170 a.g.,Benzin,220 000 km,Avtomat,Arxa,Xeyr,14500 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Yan pərdələr"
Sumqayıt,Mercedes,C 240,2003,Sedan,Qara,2.4 L,178 a.g.,Benzin,365 000 km,Avtomat,Arxa,Xeyr,12400 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,294 352 km,Avtomat,Arxa,Xeyr,12800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların ventilyasiyası",Eleqans.temiz nemka.masin texpasportla öz adimadi masinin hec bir yerinde udar vurug olmuyub.mator karopqa xadavoy eladi.kondisioner lyuk isleyir.curuyu pasi yoxdu.ciddi olanlar elaqe saxlasin.istenilen servizde yoxlada bilersiniz. 
Lənkəran,Mercedes,C 280,1996,Sedan,Göy,2.8 L,193 a.g.,Benzin,346 778 km,Avtomat,Arxa,Xeyr,10000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Arxa görüntü kamerası",Mawin ideal veziyyetdedir.Udari yoxdur.Butun rasxodnikleri deyiwdirilib.Sigorta teze olunub.Otur sur.xaiw edirem ciddi olanlar zeng vursun
Bakı,Mercedes,C 250,2008,Sedan,Ağ,2.5 L,204 a.g.,Benzin,130 000 km,Avtomat,Arxa,Xeyr,31000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr","Esgerlikde oldugumcun satilir problemi yoxdu
Nomresiz satilir "
Bakı,Mercedes,C 240,2000,Sedan,Göy,2.4 L,170 a.g.,Benzin,131 000 km,Avtomat,Arxa,Xeyr,10500 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların ventilyasiyası",Mashin ela vezyetdedi hec bir problemi yoxdu hec bir xerc teleb etmir mashini harda istesez yoxlada bilersiz tiptironik karobkadi tecili pul lazim oldugu ucun satilir
Gəncə,Mercedes,C 180,1997,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,254 000 km,Avtomat,Arxa,Xeyr,9300 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Arxa görüntü kamerası",Masin ela veziyetdedi hec bir xerc teleb etmir hec bir vurugu udari yoxdu manitor arxa kamera bir sozle otur sur masindi tecili pul lazimdi deye satilir
Sumqayıt,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,10500 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr","Mawinda hec bir prablem yoxdu,udar yoxdu,4 teze teker.98madel lazer acar warlotka"
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner"
Bakı,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,143 a.g.,Dizel,275 000 km,Avtomat,Arxa,Xeyr,13300 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Arxa görüntü kamerası"
Bakı,Mercedes,C 240,1999,Universal,Gümüşü,2.4 L,170 a.g.,Benzin,285 500 km,Avtomat,Arxa,Xeyr,12300 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar","mashin ideal veziyatindedi 
mashina baxdigdan sonra qiymetde razllashmaq olar "
Bakı,Mercedes,C 200,1998,Sedan,Ağ,2.0 L,136 a.g.,Benzin,288 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Kondisioner,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr"
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,256 000 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Ksenon lampalar,Oturacaqların ventilyasiyası",Masinda hec bir problem yoxdu ne problem olsa qiymetden cixilacaq.Alverciler nrht etmesin.
Bakı,Mercedes,C 280,1998,Sedan,Ağ,2.8 L,193 a.g.,Benzin,218 000 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası",mawin ela veziyyetdedi şəxsi maşındı hec bir problem yoxdu istediyiniz yerde yoxlada bilersiz hec bir kosmetik isi yoxdu ekonomdu   7 8 litr iwledir chox selqeli mawindi wekilde necedi heyledi her bir funkisyasi islek veziyyetdedi alcerciler narahat etmesin real aliciya endirim ederik istediyiniz vaxt zeng ede bilersiz
Bakı,Mercedes,C 250,2007,Sedan,Boz,2.5 L,207 a.g.,Benzin,80 000 km,Avtomat,Arxa,Xeyr,16500 $,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Ksenon lampalar",Masinin vurugu udari yoxdur. Hec bir prablemi yoxdur.Zavod Amg dir. Seher ici 9-10 litr. Trasda 7-8 litr Benzin isledir. Sport paketdir . Sport amartizatorlar ve Sport purjinleri var. Sport Rul. 
Bakı,Mercedes,C 180,1996,Sedan,Göy,1.8 L,122 a.g.,Benzin,298 563 km,Avtomat,Arxa,Xeyr,7700 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Salam masin alla vaziyyatdadir problemi yoxdur 
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner",Vurugu udari deyisen detali curuyu qetiyyen yoxdur.Kuza idealdi. Sadece sekilde gorsenen yerlere kosmetik olarag renglenmeye ehtiyac var.mator karopka kondisioner pec sidenya qizdiranlar ela isleyir.Peredokda hec bir xerc yoxdur.coooxxx qenaetcil masindi.
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","Yeni gelib, Azerbaycanda surulmeyib, qetiyyen problemi yoxdu harda isteseniz yoxlatdira bilersiz,original probeq, chox ekanom masindi, qiymetde razilashmaq olar."
Bakı,Mercedes,C 230,1993,Sedan,Göy,2.3 L,150 a.g.,Dizel,360 000 km,Avtomat,Arxa,Xeyr,10500 AZN,"Yüngül lehimli disklər,Lyuk",Hecbir.prablemi.yoxdur panarama luku var kandinsoner yoxdu wessotdu Alverciler narahat etmesin.ciddi alicilara.munasib endirim.olnacag elave melumat ucun.zeng vurun.
Bakı,Mercedes,C 250,1998,Universal,Göy,2.5 L,150 a.g.,Dizel,500 000 km,Avtomat,Arxa,Xeyr,9500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Yan pərdələr,Oturacaqların ventilyasiyası",Prablemsiz maşındı    turbo  dizeldi    şexsi maşınımdı öz adımadı  qiymete göre narahat etmeyin sondu  9500 aşağı satılmır krasqalıx işder   var   kandisaner avto pilot  işleyr  mator karobka idyal vezyetdedi   .Tecili satılır  
Bakı,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,146 a.g.,Dizel,250 000 km,Avtomat,Arxa,Xeyr,12600 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Ksenon lampalar",mawin oz adimadi.tecili satilir.
Gəncə,Mercedes,C 220,1996,Sedan,Göy,2.2 L,146 a.g.,Qaz,431 000 km,Avtomat,Arxa,Xeyr,7500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Yan pərdələr",Masin normal veziyetdir biraz xerci var oda nezere alinaraq bu qiymet yazilib masina propan qazi qurawdirilib hem qaz hem benzinle iwleyir matorda 1 qram yag azalma yoxdur isdenilen yerde yoxlada bilersiz xahis edirem real alicilar narahat etsin
Sumqayıt,Mercedes,C 220,1996,Sedan,Göy,2.2 L,146 a.g.,Benzin,390 000 km,Avtomat,Arxa,Xeyr,8900 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Oturacaqların ventilyasiyası","Təcili satılır.!
Pul lazim olduğu üçün satıram
Sənətləri qaydasinda sığorta yeni olunub 
Maşın normal vəziyyətdədi kondisoner işliyir
Xahiş edirəm Alverçilər narahat etməsin
Telefonda qiymət söhbəti etmiyin"
Sumqayıt,Mercedes,C 180,1999,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,12300 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Ksenon lampalar",Mawin tam yaxwi veziyetdedir 4 teze teker teze akimyatir butun xadavoyun tezeliyce servisde baxilib herwy qaydasinda otur sur
Bakı,Mercedes,C 180,2000,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,281 410 km,Avtomat,Arxa,Xeyr,11200 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner","Mator, karaopka, most, xadavoy yaxsi veziyyetdedir. Xirda kosmetik isleri var"
Gəncə,Mercedes,C 180,1995,Sedan,Göy,1.8 L,122 a.g.,Benzin,470 834 km,Avtomat,Arxa,Xeyr,8200 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner",Masinda hec bir problem yoxdu. Deyisen detali yoxdu. Kreditlede mumkundu ilkin odenis 4000azn
Bakı,Mercedes,C 180,2000,Universal,Göy,1.8 L,122 a.g.,Benzin,316 000 km,Mexaniki,Arxa,Xeyr,10500 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Arxa görüntü kamerası",heçbir problemi yoxdu.xırda kosmetik işləri var
Sumqayıt,Mercedes,C 220,1994,Sedan,Boz,2.2 L,150 a.g.,Benzin,368 531 km,Avtomat,Arxa,Xeyr,7900 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Dəri salon,Oturacaqların ventilyasiyası",TECILI SATILIR!!! maşın öz maşınımızdı. benzini normal işledir buferlerin 100aznlik xerci var pulunnan çıxılacaq her bir funksiyası işlək vəziyyətdədir
Bakı,Mercedes,C 240,1998,Sedan,Göy,2.4 L,170 a.g.,Benzin,222 334 km,Avtomat,Arxa,Xeyr,12300 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner"
Sumqayıt,Mercedes,C 180,1999,Universal,Göy,1.8 L,122 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,10700 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Yan pərdələr"
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 240,2002,Sedan,Qara,2.4 L,170 a.g.,Benzin,323 000 km,Avtomat,Arxa,Xeyr,9900 AZN,Kreditdədir,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Ksenon lampalar,Yan pərdələr"
Bakı,Mercedes,C 280,1995,Sedan,Yaş Asfalt,2.8 L,193 a.g.,Benzin,335 000 km,Avtomat,Arxa,Xeyr,7500 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Dəri salon"
Sumqayıt,Mercedes,C 200,2001,Kupe,Qara,2.0 L,180 a.g.,Benzin,116 500 km,Avtomat,Arxa,Xeyr,11900 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 180,2000,Sedan,Qızılı,1.8 L,122 a.g.,Benzin,309 000 km,Avtomat,Arxa,Xeyr,11600 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası",Tekerler ve akumlyator tezedir. peredok 0dan yigilib 
Bakı,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,247 666 km,Avtomat,Arxa,Xeyr,11900 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner", Masin ideal veziyyetdedi.hec bir xerc teleb etmir.istenilen yerde yoxlada bilersiz.Nemkadi.1998 madeldi.etrafli zeng edin
Bakı,Mercedes,C 200,2000,Sedan,Göy,2.0 L,136 a.g.,Benzin,145 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Park radarı,Kondisioner,Ksenon lampalar,Yan pərdələr"
Sumqayıt,Mercedes,C 240,1998,Sedan,Yaş Asfalt,2.4 L,170 a.g.,Benzin,196 000 km,Avtomat,Arxa,Xeyr,11600 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,1998,Universal,Göy,1.8 L,122 a.g.,Benzin,200 050 km,Mexaniki,Arxa,Xeyr,10000 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner","Avtomobil yaxşı vəziyyətdədir. Hər bir funksiyası işləkdir. Avtomobilin vuruğu, zərbəsi qəti yoxdur. Xahiş edirəm fikri ciddi olmayanlar zəng vurmasın. Real alıcıya avtomobilin yanında endirim olunacaq. "
Bakı,Mercedes,C 180,1999,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,188 000 km,Avtomat,Arxa,Xeyr,12600 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Park radarı,Kondisioner"
Ağsu,Mercedes,C 200,1994,Sedan,Boz,2.0 L,136 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,8000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Kondisioner,Oturacaqların isidilməsi",mawin narmal veziyetdedi qovulmuw mawinlarla bir tutmayin sahibi yawli adamdi Haci mawinidi . fikiri ciddi olanla razlawmaq olar bekar adamlar narahat etmesin xaiw edrem. 
Bakı,Mercedes,C 180,1997,Universal,Qara,1.8 L,122 a.g.,Benzin,269 000 km,Avtomat,Arxa,Xeyr,11200 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Arxa görüntü kamerası,Oturacaqların ventilyasiyası",Normal veziyyetdedi . Seliqeli baximli masindi . Hec bir xerc teleb etmir . Masina ehmedli metro stansiyasi etrafinda baxa bilersiz . saat 22:00 dan sonra xais edirik narahat etmiyesiz .
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Mawinin hecbir problemi yoxdu almanyadan gelennen mendedi tecili satilir
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar","Европейка!
В идеальном состоянии! Без краски!
Только привезена в Баку. Дорогие покрышки GoodYear.
Не требует никаких затрат.Хорошая комплектация.
Торг у машины."
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,2018,Sedan,Qara,1.6 L,150 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,50999 $,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","C180 AMG full paket
Alakantara salon.
Maşın tezedi. Geldiği yol sürülüp. 2500km'dedi."
Göygöl,Mercedes,C 240,2001,Sedan,Göy,2.4 L,170 a.g.,Benzin,87 000 km,Avtomat,Tam,Xeyr,11900 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Arxa görüntü kamerası,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 200,2000,Sedan,Qara,2.0 L,146 a.g.,Dizel,180 000 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner","Senedler qaydasinda 
Motor dizel
Tekerler teze
Tecili satilir"
Zaqatala,Mercedes,C 200,1996,Universal,Göy,2.0 L,136 a.g.,Benzin,324 536 km,Avtomat,Arxa,Xeyr,9500 AZN,"Yüngül lehimli disklər,Yağış sensoru,Mərkəzi qapanma,Kondisioner",Mashin yaxshi vezyetdedir etrafli melumat ucun zeng edib sorusha bilersiniz 
Bakı,Mercedes,C 240,2000,Sedan,Boz,2.4 L,177 a.g.,Benzin,296 000 km,Avtomat,Arxa,Xeyr,10000 AZN,Barter mümkündür,"Oturacaqların isidilməsi,Dəri salon,Arxa görüntü kamerası"
Bakı,Mercedes,C 230,1997,Sedan,Qızılı,2.3 L,150 a.g.,Benzin,321 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Arxa görüntü kamerası"
